1 0 0	r3-trn/img_00001.png
0 1 0	r3-trn/img_00002.png
0 0 1	r3-trn/img_00003.png
0 1 0	r3-trn/img_00004.png
0 0 1	r3-trn/img_00005.png
0 0 1	r3-trn/img_00006.png
1 0 0	r3-trn/img_00007.png
0 0 1	r3-trn/img_00008.png
0 1 0	r3-trn/img_00009.png
1 0 0	r3-trn/img_00010.png
1 0 0	r3-trn/img_00011.png
1 0 0	r3-trn/img_00012.png
1 0 0	r3-trn/img_00013.png
1 0 0	r3-trn/img_00014.png
0 1 0	r3-trn/img_00015.png
0 0 1	r3-trn/img_00016.png
0 0 1	r3-trn/img_00017.png
1 0 0	r3-trn/img_00018.png
1 0 0	r3-trn/img_00019.png
0 0 1	r3-trn/img_00020.png
0 1 0	r3-trn/img_00021.png
0 0 1	r3-trn/img_00022.png
0 0 1	r3-trn/img_00023.png
0 1 0	r3-trn/img_00024.png
0 1 0	r3-trn/img_00025.png
0 0 1	r3-trn/img_00026.png
0 1 0	r3-trn/img_00027.png
1 0 0	r3-trn/img_00028.png
0 0 1	r3-trn/img_00029.png
1 0 0	r3-trn/img_00030.png
1 0 0	r3-trn/img_00031.png
1 0 0	r3-trn/img_00032.png
0 0 1	r3-trn/img_00033.png
1 0 0	r3-trn/img_00034.png
1 0 0	r3-trn/img_00035.png
0 0 1	r3-trn/img_00036.png
0 0 1	r3-trn/img_00037.png
1 0 0	r3-trn/img_00038.png
0 0 1	r3-trn/img_00039.png
1 0 0	r3-trn/img_00040.png
0 0 1	r3-trn/img_00041.png
1 0 0	r3-trn/img_00042.png
0 1 0	r3-trn/img_00043.png
1 0 0	r3-trn/img_00044.png
0 0 1	r3-trn/img_00045.png
0 1 0	r3-trn/img_00046.png
0 0 1	r3-trn/img_00047.png
0 0 1	r3-trn/img_00048.png
1 0 0	r3-trn/img_00049.png
0 0 1	r3-trn/img_00050.png
1 0 0	r3-trn/img_00051.png
0 1 0	r3-trn/img_00052.png
1 0 0	r3-trn/img_00053.png
0 1 0	r3-trn/img_00054.png
0 1 0	r3-trn/img_00055.png
0 1 0	r3-trn/img_00056.png
0 1 0	r3-trn/img_00057.png
0 0 1	r3-trn/img_00058.png
0 1 0	r3-trn/img_00059.png
0 0 1	r3-trn/img_00060.png
1 0 0	r3-trn/img_00061.png
0 0 1	r3-trn/img_00062.png
1 0 0	r3-trn/img_00063.png
0 1 0	r3-trn/img_00064.png
1 0 0	r3-trn/img_00065.png
1 0 0	r3-trn/img_00066.png
0 0 1	r3-trn/img_00067.png
1 0 0	r3-trn/img_00068.png
1 0 0	r3-trn/img_00069.png
1 0 0	r3-trn/img_00070.png
0 0 1	r3-trn/img_00071.png
0 0 1	r3-trn/img_00072.png
1 0 0	r3-trn/img_00073.png
0 1 0	r3-trn/img_00074.png
0 1 0	r3-trn/img_00075.png
0 0 1	r3-trn/img_00076.png
1 0 0	r3-trn/img_00077.png
1 0 0	r3-trn/img_00078.png
0 1 0	r3-trn/img_00079.png
0 0 1	r3-trn/img_00080.png
0 1 0	r3-trn/img_00081.png
0 0 1	r3-trn/img_00082.png
1 0 0	r3-trn/img_00083.png
1 0 0	r3-trn/img_00084.png
0 0 1	r3-trn/img_00085.png
0 1 0	r3-trn/img_00086.png
1 0 0	r3-trn/img_00087.png
1 0 0	r3-trn/img_00088.png
0 0 1	r3-trn/img_00089.png
0 1 0	r3-trn/img_00090.png
1 0 0	r3-trn/img_00091.png
0 0 1	r3-trn/img_00092.png
0 0 1	r3-trn/img_00093.png
0 0 1	r3-trn/img_00094.png
1 0 0	r3-trn/img_00095.png
1 0 0	r3-trn/img_00096.png
1 0 0	r3-trn/img_00097.png
0 1 0	r3-trn/img_00098.png
0 1 0	r3-trn/img_00099.png
0 1 0	r3-trn/img_00100.png
1 0 0	r3-trn/img_00101.png
0 1 0	r3-trn/img_00102.png
0 1 0	r3-trn/img_00103.png
0 0 1	r3-trn/img_00104.png
0 1 0	r3-trn/img_00105.png
1 0 0	r3-trn/img_00106.png
0 0 1	r3-trn/img_00107.png
0 0 1	r3-trn/img_00108.png
0 1 0	r3-trn/img_00109.png
1 0 0	r3-trn/img_00110.png
0 0 1	r3-trn/img_00111.png
0 0 1	r3-trn/img_00112.png
1 0 0	r3-trn/img_00113.png
0 1 0	r3-trn/img_00114.png
0 0 1	r3-trn/img_00115.png
0 0 1	r3-trn/img_00116.png
0 0 1	r3-trn/img_00117.png
0 0 1	r3-trn/img_00118.png
0 0 1	r3-trn/img_00119.png
0 1 0	r3-trn/img_00120.png
1 0 0	r3-trn/img_00121.png
0 0 1	r3-trn/img_00122.png
0 1 0	r3-trn/img_00123.png
0 1 0	r3-trn/img_00124.png
0 0 1	r3-trn/img_00125.png
1 0 0	r3-trn/img_00126.png
1 0 0	r3-trn/img_00127.png
1 0 0	r3-trn/img_00128.png
0 0 1	r3-trn/img_00129.png
1 0 0	r3-trn/img_00130.png
0 1 0	r3-trn/img_00131.png
1 0 0	r3-trn/img_00132.png
1 0 0	r3-trn/img_00133.png
1 0 0	r3-trn/img_00134.png
0 1 0	r3-trn/img_00135.png
0 0 1	r3-trn/img_00136.png
0 0 1	r3-trn/img_00137.png
0 1 0	r3-trn/img_00138.png
1 0 0	r3-trn/img_00139.png
1 0 0	r3-trn/img_00140.png
1 0 0	r3-trn/img_00141.png
1 0 0	r3-trn/img_00142.png
1 0 0	r3-trn/img_00143.png
0 1 0	r3-trn/img_00144.png
0 0 1	r3-trn/img_00145.png
0 1 0	r3-trn/img_00146.png
1 0 0	r3-trn/img_00147.png
0 1 0	r3-trn/img_00148.png
0 0 1	r3-trn/img_00149.png
0 1 0	r3-trn/img_00150.png
0 1 0	r3-trn/img_00151.png
0 0 1	r3-trn/img_00152.png
1 0 0	r3-trn/img_00153.png
1 0 0	r3-trn/img_00154.png
1 0 0	r3-trn/img_00155.png
0 0 1	r3-trn/img_00156.png
0 0 1	r3-trn/img_00157.png
0 1 0	r3-trn/img_00158.png
0 0 1	r3-trn/img_00159.png
0 1 0	r3-trn/img_00160.png
0 1 0	r3-trn/img_00161.png
0 0 1	r3-trn/img_00162.png
0 0 1	r3-trn/img_00163.png
0 0 1	r3-trn/img_00164.png
1 0 0	r3-trn/img_00165.png
0 0 1	r3-trn/img_00166.png
1 0 0	r3-trn/img_00167.png
1 0 0	r3-trn/img_00168.png
1 0 0	r3-trn/img_00169.png
0 1 0	r3-trn/img_00170.png
1 0 0	r3-trn/img_00171.png
0 0 1	r3-trn/img_00172.png
0 0 1	r3-trn/img_00173.png
0 0 1	r3-trn/img_00174.png
0 1 0	r3-trn/img_00175.png
0 1 0	r3-trn/img_00176.png
1 0 0	r3-trn/img_00177.png
1 0 0	r3-trn/img_00178.png
0 0 1	r3-trn/img_00179.png
0 1 0	r3-trn/img_00180.png
0 1 0	r3-trn/img_00181.png
0 1 0	r3-trn/img_00182.png
1 0 0	r3-trn/img_00183.png
0 0 1	r3-trn/img_00184.png
0 1 0	r3-trn/img_00185.png
1 0 0	r3-trn/img_00186.png
0 1 0	r3-trn/img_00187.png
0 0 1	r3-trn/img_00188.png
1 0 0	r3-trn/img_00189.png
1 0 0	r3-trn/img_00190.png
0 0 1	r3-trn/img_00191.png
0 1 0	r3-trn/img_00192.png
0 0 1	r3-trn/img_00193.png
0 0 1	r3-trn/img_00194.png
0 0 1	r3-trn/img_00195.png
0 1 0	r3-trn/img_00196.png
0 1 0	r3-trn/img_00197.png
0 0 1	r3-trn/img_00198.png
0 1 0	r3-trn/img_00199.png
1 0 0	r3-trn/img_00200.png
0 1 0	r3-trn/img_00201.png
0 0 1	r3-trn/img_00202.png
0 1 0	r3-trn/img_00203.png
0 0 1	r3-trn/img_00204.png
1 0 0	r3-trn/img_00205.png
1 0 0	r3-trn/img_00206.png
1 0 0	r3-trn/img_00207.png
1 0 0	r3-trn/img_00208.png
0 1 0	r3-trn/img_00209.png
0 1 0	r3-trn/img_00210.png
1 0 0	r3-trn/img_00211.png
1 0 0	r3-trn/img_00212.png
1 0 0	r3-trn/img_00213.png
0 0 1	r3-trn/img_00214.png
0 0 1	r3-trn/img_00215.png
1 0 0	r3-trn/img_00216.png
0 1 0	r3-trn/img_00217.png
1 0 0	r3-trn/img_00218.png
0 1 0	r3-trn/img_00219.png
0 0 1	r3-trn/img_00220.png
0 0 1	r3-trn/img_00221.png
0 0 1	r3-trn/img_00222.png
1 0 0	r3-trn/img_00223.png
0 0 1	r3-trn/img_00224.png
0 0 1	r3-trn/img_00225.png
1 0 0	r3-trn/img_00226.png
1 0 0	r3-trn/img_00227.png
0 0 1	r3-trn/img_00228.png
0 0 1	r3-trn/img_00229.png
1 0 0	r3-trn/img_00230.png
1 0 0	r3-trn/img_00231.png
1 0 0	r3-trn/img_00232.png
0 0 1	r3-trn/img_00233.png
1 0 0	r3-trn/img_00234.png
1 0 0	r3-trn/img_00235.png
1 0 0	r3-trn/img_00236.png
1 0 0	r3-trn/img_00237.png
1 0 0	r3-trn/img_00238.png
0 1 0	r3-trn/img_00239.png
1 0 0	r3-trn/img_00240.png
0 0 1	r3-trn/img_00241.png
0 0 1	r3-trn/img_00242.png
1 0 0	r3-trn/img_00243.png
0 0 1	r3-trn/img_00244.png
0 1 0	r3-trn/img_00245.png
